RowId,Id,Title,User_id,review_helpfulness,review_score,review_time,review_summary,review_text,description,authors,publisher,publishedDate,categories,ratingsCount
97,0312940416,Cascade Point and Other Stories,A1PCT37WQJEFPW,03-Mar,5,1141084800,A highly enjoyable read,"A selection of short stories based on a science fiction theme. This book is highly recommened and it is a complete shame that it's out of print.""The Giftie Gie Us"" is about a post apocalyptic world where justice is won the hard way and love is even harder to find.""The Dreamsender"" is a story about a possible future where very special people can go into others dreams and send messages, or just talk to them. ""Dreamsending"" doesn't seem to have anything to do with time and space...meaning that a person can just as easily send messages across the galaxy as they can to their next door neighbor. So when a conspiracy happens on the moon and men seem to be kidnapped how do they get messages in and out of their prison?""The Energy Crisis of 2215"" is about humanity needing more energy for the earth. They capture a black hole to fulfill this requirement. What they don't know is the black hole is unstable and sitting right next to the earth.""Return to the Fold"" is about a person that has been conditioned since birth to want to be away from other people. Not only can he not stand being in the same room as someone else, he can't stand being in a room someone else was in. This works well on space voyages lasting twenty or thirty years, but horrible when a person wants to be like everyone else. What is he to do?""The Shadows of Evening"" is about humans colonizing another planet and an indigenous life form that doesn't like technology. This life form encircles anything technological and tries to get rid of any people around it. There is a special group of men that can get rid of these ""shadows"" and have been doing it for generations. When a new, easier way is found to rid the world of ""shadows"" these highly trained, highly respected Shadow Warriors are no longer needed. These men start to resent the newly trained Mindmasters.""Not Always To The Strong"" is the sequel to ""The Shadows of Evening."" In this story a rich man wants to control the newly made Mindmasters. To do this he gets the help of some of the best Shadow Warriors he can, including the main character in the last story.""The Challenge"" is about humanities obsession with video games and an alien race watching us from the outside.""The Cassandra"" is about humans that can see disasters and death in the future. Sometimes their predictions are right, usually they're not. Or so people assumed....""Dragon Pax"" is about what happens to a planet after mankind has had a war that turned human civilization throughout the universe into chaos. On this planet there is a ruler called the Dragonmaster. This man has absolute power over gigantic dragons that can cause death and mayhem to anyone he desires. Does this man really want to have the kind of government he has for this country or will he make someone stand forward to help bring democracy to this world?""Job Inaction"" is about a future Earth where people get jobs based on a lottery rather then work experience, or education. In this future world a man is fired because of a computer glitch and he must find a way to either get his job back or make money some other way.""Teamwork"" is about an alien spacecraft that lands on Earth and makes humans into slaves. A special group of people must go in and destroy the craft and save the humans aboard.""The Final Report on the Lifeline Experiment"" is about a psychic man that decides to find out when humans have human thought patterns. The consequences of his actions are unforeseen by him or anyone else until years in the future.""Cascade Point"" is about a space ship lost in time and space and what they have to do to get back to their Earth.","This collection of fifteen science fiction tales features the Hugo Award-winning title story and includes the never-before-published ""Not Always The Strong""",['Timothy Zahn'],St Martins Press,1986,['Fiction'],2
98,B0008852GG,The soul of man under socialism,A3T7AO8LJRY5EF,17/23,5,1260144000,Different,"The average work about socialism talks about such dry topics as economics and politics. This essay doesn't do any of that. It goes into art, and even pseudo-psychology (one could say). It covers a broad variety of topics in a short amount of pages. I agree with almost everything said in this book. It's definitely worth reading and will really make you think.",The soul of man under socialism by Oscar Wilde is a fascinating libertarian socialist world-view and a critique of charity. Oscar Wilde is widely accepted as being one of the greatest authors who ever lived. This is an excellent addition to the collection and a masterful piece of literature.,['Oscar Wilde'],,23-11-2016,,2
99,0768911001,Prep for PRAXIS: PRAXIS II Exam 2003 (Arco Master the Praxis II Exam),A32XFNULZDENVX,06-Jun,1,1077840000,Grrrrr. Arrrrgh.,"We few, we lucky few, who must endure the Praxis II Practices of Learning & Teaching Test will find no guide here.There is a brief discussion of the structure of the test, and some sample questions, yes, but the content of the test is not discussed at all outside the sample question. I would have loved to see a literature or concept review, such as is found in almost every other test guide on the planet.Also, it seems the PRAXIS II went from a five-response to a four-response test at some point, and the authors responded by chopping answer E off all the sample questions, without checking whether or not that was the correct answer. In other words, they revised the questions, but did not revise the answers. Most frustrating.In all, I found this book a sorry excuse for a test guide, and recommend it for nothing except mulching, or perhaps kindling.",,,,2001-10,"[""Children's libraries""]",2
100,0060539453,"Bye-Bye, Mom and Dad",A3U0YAI0LXXYMR,03-Mar,4,1131321600,Wonderful and Fun!,"I am in love with the Little Critter books and so is my 3 year old son. This one in particular my son loved from the first page. He wanted to make his own peanut butter sandwich after reading it and I let him! He was so proud, just like Little Critter was with his PB and pickle sandwich. Great book.",Little Critter thinks he is in charge when Mom and Dad go away for the day even though Grandma and Grandpa spend the day with him.,['Mercer Mayer'],,2004,['Families'],2
101,050552421X,The Scarletti Curse (Candleglow),AHN0MGJYQHQBJ,0/0,5,985046400,Fabulous...,"This book was awesome. A fast paced, riveting novel by an author I am coming to find just CANNOT disappoint me. I am hooked on her Carpathians and now find that I will run just as fast to the bookstore when her next gothic comes out.THE SCARLETTI CURSE is a terrific love story and mystery set in a supposedly cursed castle that has everything from grinning gargoyles to an impressive maze. The hero and heroine are just as riveting in their fascinatin for each other and then their entanglement in the mystery of THE SCARLETTI CURSE. I highly recommend this book to all readers, Feehan fan or not. But be warned, by the time you turn the last page of this book you will be hooked on Christine Feehan.",,['Christine Feehan'],,,,2
102,B000FPWSNW,Universal Secrets of Telecosmic Power,A1SRJ49TIGST9O,0/0,5,1343433600,Excellent!,"This book is excellent! It works!!!! I love his trancendental meditation book as well that combines prayer with some of the excercises. ;-) I did one of the positive affirmations daily along with prayer book I read from. Success!!!! This book is a must have, royal gem!!! Everything worked out, and I start my new job on Monday! AAAA+++++ For others who read this, buy!!!!",,['Norvell'],Reward Books,01-01-1974,['Success'],2
103,0861905032,The Visitor's Guide to Normandy Landing Beaches: Memorials and Museums (Regional Traveller),A1F43EE46AZSDQ,08-Aug,3,949881600,Hitting the Beach - D-Day,"The Holt's guidebook to the D-Day beaches exhaustively locates each monument, cemetery and gun battery, putting each within the context of overall operations. Despite the large over-all map and the smaller maps that occasionally popped up, I would still have appreciated more detailed maps of what was being described in the text. Smaller maps of exactly where to walk at each site described would add make it easier to visualize, as one reads the book. Also, I would have appreciated more of an effort to highlight what one must see with limited time, what to see with somewhat more time, etc. One is left with a dizzying list of sites with not enough assitance in prioritizing them.",,"['Tonie Holt', 'Valmai Holt']",Hunter Pub Incorporated,01-01-1994,['Travel'],2
104,0941668061,The Bar Code Implementation Guide: Using Bar Codes in Distribution,A3L3R6OL9PG9HM,33/35,5,942019200,"Practical, money-saving advice","&quot;The Bar Code Implementation Guide&quot; by Stephen L. Pearce and Rick Bushnell truly is a guide that will benefit anyone who already uses or is interested in using bar coding for warehouse and distribution systems. Written by two well-respected members of the distribution industry, the guide provides practical, easy-to-understand steps to implementing bar coding technology. This is not the average &quot;turn the page and continue reading&quot; book. The guide is divided into several sections that address the many facets of bar coding implementation in a clear and concise fashion. Want to know how bar coding can help your business? Turn to the &quot;Benefiting from Bar Codes&quot; section. How about the money aspect? Turn to &quot;Equipment &amp; System Costs.&quot; The guide also includes question-and-answer sections and numerous worksheet-style appendices. These are helpful for defining specific problems your business might have and offering solutions to these problems. This is especially useful for saving money. For instance, a handy Q &amp; A chart provides a way to quantify the dollar amount saved by implementing bar code technology. Above all, this guide is practical. From the description of how bar coding works to the breakdown of industry-wide standards, the authors have provided a wealth of easy-to-read information. The clarity of the information makes the guide useful across many business disciplines and provides a common language for trade partners. Follow the guide's plan and save your company money!",,"['Stephen L. Pearce', 'Richard D. Bushnell']",Tower Hill Press,2000,['Business & Economics'],2
105,B000O2E8PC,Principles of Biblical Interpretation (Sacred Hermeneutics),AU7MW8YQQYHXX,05-May,4,1215388800,A Standard Work From Which To Start,"I am a Seminary instructor teaching a course called Principles of Biblical Interpretation. Obviously this book is part of the required reading. It is a 'standard' work by which I mean that it and a few others are considered to be baseline, required reading for anyone who wishes to advance beyond the elementary level in the field of hermeneutics.That said, I give it four stars because it is definitely not accessible by everyone. It is written for people who have a serious goal in mind and a disciplined study habit. It is not ""easy reading"" though it is well worth the effort. Further it is much more beneficial to those who have at least a working knowledge of Biblical Hebrew & Greek. In my class there are those who are entry level students (or auditors) who do not meet these criteria and I require them to read Berkhof but I augment the course with other books (""Reading the Bible With Heart & Mind"" by T. Longman, for one). This helps them advance with what they can get from Berkhof and reminds the more advanced students of their need to remain devotional in their Bible studies also.All in all, highly recommended for any reader as long as they understand what they are getting. You will be introduced to the various historical approaches to Biblical Interpretation (there are more than one you know), a sketch of a critique for each and a solid outline of how to build a more carefully crafted understanding of what the Bible teaches in your own reading.",,['Louis Berkhof'],,1962,['Bible'],2
106,B000MCKQRS,Cruel and Unusual (G K Hall Large Print Book Series (Cloth)),AY3OJ5K15OVEU,0/0,4,1293408000,Cruel and Unusual,Cruel and Unusual is the first Patricia Cornwell book I have got read and I for one loved it and I can't wait the read more of her books my boyfriend told me about Patricia Cornwell books he said I need to read Hornet's Nest and Southern Cross and those will be my next two book I will be reading and I will be reading them on my new IPad I got for Christmas I can't wait keep up the great writing Patricia and thanks to my boyfriend for telling me about this awesome writer.........RKsbabydoll,"Wanneer er in dit achtste deel in de Kay Scarpetta-serie tien lijken worden gevonden in Amerika en Engeland, lijkt er één dader te zijn. Maar hoe kan de moordenaar op twee plekken tegelijk zijn? Onnatuurlijke dood is het achtste boek uit de bloedstollende bestsellerserie rond patholoog-anatoom Kay Scarpetta van auteur Patricia Cornwell. Deze serie, bestaande uit meer dan 20 bloedstollende crimethrillers, betekende Patricia Cornwells doorbraak als grondlegger van de pathologisch-anatomische thriller. Negen gruwelijk verminkte lijken zijn er al gevonden: vijf in Ierland en vier in Amerika. Steeds wordt het lichaam gedumpt op een vuilnisbelt en steeds worden de ledematen afgesneden. Wie pleegt deze verschrikkelijke moorden? Wanneer een tiende lijk wordt gevonden, wordt patholoog-anatoom Kay Scarpetta opgeroepen om de zaak te onderzoeken. Alles lijkt erop dat een en dezelfde dader aan het werk is, maar is er echt sprake van dezelfde dader? Kay Scarpetta en rechercheur Pete Marino ontdekken steeds meer bewijsmateriaal dat wijst op een alomvattend complot, waardoor het gehele land in gevaar is... Patricia Cornwells werk over de vrouwelijke patholoog-anatoom Scarpetta is de bestverkochte thrillerserie ter wereld; alleen in Nederland en Vlaanderen zijn er al 1,5 miljoen exemplaren verkocht. Ook werd de serie bekroond met de Edgar Award en de Gold Dagger.",['Patricia Cornwell'],Luitingh Sijthoff,01-06-2017,['Fiction'],2
107,B000890HE2,Gaston de Blondeville (The modern novelists),AVRVACFKJ5QMM,12-Dec,5,1184112000,Mrs. Radcliffe: First Lady of Historical Fiction,"Valancourt Books' recent publication of Mrs. Radcliffe's Gaston de Blondeville is a publication long overdue. The novel, originally published in 1826, three years after the mistress of the Gothic's death, was actually written by her in 1803, but then suppressed by her from publication. The general belief is that she disowned the novel, thinking it inferior to her other work; literary historians have also claimed that readers agreed and greeted its publication with little enthusiasm. The primary reason usually given for why it is inferior is that it is the only one of Radcliffe's Gothic novels where she chose to use a real ghost rather than explain what appeared to be supernatural occurrences. The general reader, and especially the student of Gothic and historical fiction, should be allowed to judge the matter for himself and now that Valancourt Books has republished Gaston de Blondeville, that decision can be made.Gaston de Blondeville, while admittedly not as full of chills and suspense as The Mysteries of Udolpho or The Italian, is a remarkable novel in Radcliffe's canon. It marks a noted departure from her earlier novels, and in many ways, it displays her growth and restraint as an author. Considering all her previous novels were published between the time she was twenty-five and thirty-three, a remarkably young age for someone to write three of the greatest Gothic novels of all time, as well as a couple inferior ones, it is not surprising that Radcliffe sought to move in a new direction in her work. Gaston de Blondeville was the beginning of her growth in that new direction, and had she written another like it, readers may have had a real treat in an even greater Radcliffe.My only criticism of Valancourt Books' edition of Gaston de Blondeville--which is filled with a superb collection of secondary sources and an impressive scholarly introduction by Frances Chiu to reflect the historical and political influences of the French Revolution upon the novel--is that no attempt is made in these supplementary materials to explain why Radcliffe made this departure from her past use of rational explanations for supposed supernatural occurrences. I believe that departure is the big question that must be answered about this novel, especially since Radcliffe was otherwise striving to be more realistic from a historical standpoint.Despite what is typically said about Gaston de Blondeville by literary historians, the six contemporary reviews provided in this edition are largely favorable. In her introduction, Frances Chiu quotes these reviews to argue that literary critics condemned the novel, but in truth, only one review is solidly negative while the rest express great enthusiasm for a new work by Mrs. Radcliffe. Chiu quotes La Belle Assemblee as saying ""it is without the lofty pretensions of some of Mrs. Radcliffe's earlier productions, and incapable of exciting an equal intenseness of interest"" but Chiu fails to quote what comes directly after: ""it will not in the slightest degree detract from the fame of her"" and ""it will be read with great satisfaction by every reader of taste."" Scots Magazine was pleased that the novel does not include so much of her poetry which is not remarkable at all, and overall feels the novel is an improvement on her earlier work because ""She avoided long particulars of rural scenery, and tedious trackings of the agitated mind, from one terrible or sorrowful imagination to another."" In fact, the only review that is truly negative is the Monthly Review, which does find parts of the work to praise but chiefly objects to its use of the supernatural.Why Radcliffe decided to include supernatural events as a reality has not been given a good explanation. Perhaps she felt the supernatural was more acceptable to the reading public by the earlier nineteenth century, nearly fifteen years after she wrote her first Gothic novel. While she may have been in competition with other Gothic writers, her contemporaries, such as Matthew Lewis in The Monk (1795) and William Godwin in St. Leon (1799), were not beyond using the supernatural as a possibility, so perhaps she need no longer provide rational explanations for supernatural events. Greater study is needed of how the view toward the supernatural changed and became acceptable in literature, especially during this period as the ""Age of Reason"" was replaced by the horrors of the French Revolution and the Napoleonic Wars.What I find more remarkable about Gaston de Blondeville than Radcliffe's use of the supernatural is that it is one of the earliest historical fiction novels. Sir Walter Scott is often credited with being the first major writer of historical fiction, but historical fiction certainly has its roots in Gothic novels with their typically medieval settings. The difference between Gothic and historical fiction is the concentration on a much more realistic historical world. The Gothic typically sets its novels in a more vaguely historical period or avoids attention to historic detail. A key component to historical fiction is the depiction of historical events and historical personages in the background of the novel, such as the Battle of Culloden as the background to Scott's Waverley (1814). If that is true, then I would argue that Radcliffe is our first true female historical novelist since Gaston de Blondeville, although not published until 1826, was written in 1803, a full six years before Jane Porter's The Scottish Chiefs (1809), that tremendous novel about Sir William Wallace, and only three years after Godwin's St. Leon (1799) which only really attains historical fiction status due to its including the historical character of Bethlem Gabor in its pages. (Arguments have been made that Clara Reeve is the first female writer of historical fiction, but I don't feel her work is historically detailed enough to merit such a claim). Radcliffe is far more historically detailed than Godwin in her descriptions of the court of Henry III and in the details she provides of that age of chivalry, tournaments, and medieval monasteries. While her novel may not have had the influence on historical fiction that Scott's works did, and therefore, she may not be the mother of historical fiction, not having led to the birth of similar historical works, as she was for Gothic novels, she certainly is the aunt, who has been kept like a skeleton in the closet, while Gaston de Blondeville has been treated as if it were better not to be talked about it, lest it ruin the Mistress of Gothic Literature's good name.I encourage all lovers of Gothic and historical fiction to read Gaston de Blondeville to make up their own minds. I personally find the novel a much more concise, controlled and mature work, and if not as fascinating and suspenseful as her previous works, one that deserves further attention. If Mrs. Radcliffe had written and published a couple more historical novels after Gaston de Blondeville, I have no doubt she would have rivaled Sir Walter Scott for his dominant place as a writer of historical fiction. As always, I commend Valancourt Books for preserving our literary heritage by printing such important and overlooked works of literature.- Tyler R. Tichelaar, Ph.D. in British Literature, author of Iron Pioneers, The Queen City, and Superior Heritage. For MQT REVIEWS www.MarquetteFiction.com",,['Ann Radcliffe'],,1834,['Great Britain'],2
108,1555620175,Screenwriter: Words Become Pictures/304506,AVUZRNQBB3S6G,04-Apr,4,959299200,So the actors don't make it up as they go?,"This is an entertaining and educational little volume of interviews with twelve screenwriters from Hollywood's &quot;golden age.&quot; These folks all have tales of being disrespected and demeaned by producers and directors and of being thwarted in creating their art. But they all survived and even thrived a little and have plenty of tales humorous and horrendous of goings on in the movie business. From Ivy-League intellectual to newspaperman to truck driver, the subjects of these interviews have in common the storyteller's knack, and that makes this book a delight for those of us who like to know what goes on behind the scenes. I wish there were twice as many interviews, though. Filmographies for the subjects appear at the back of the book, and there's a generous helping of photos throughout.",,"['Rob Dückers', 'Karin van Lieverloo', 'Museum Het Valkhof Nijmegen']",,2005,"['Illumination of books and manuscripts, Dutch']",2
109,155558182X,"The Art of Technical Documentation, Second Edition",A1EAXOBA0T3QOR,11-Dec,2,970358400,"Too scattered, too shallow","Although this might be a good book to introduce issues in technical writing to someone considering the field, it is not useful if you want anything more than a broad overview. The information it contains varies widely in depth and is sometimes dated; for example, there are several paragraphs discussing the features of dot-matrix printers but only one short and incomplete list of the types of bindings available for professionally printed documentation. For some unclear reason, two sections on editing are separated by 10 pages on usability testing. If you are actually involved in technical writing, there are better books.","An essential text in the field of contemporary art history, it has now been updated to represent 30 countries and over 100 new artists. The internationalism evident in this revised edition reflects the growing interest in contemporary art throughout the world from the U.S. and Europe to the Middle East, Asia, Africa, Latin America, and Australia.","['Kristine Stiles', 'Peter Selz']",Univ of California Press,25-09-2012,['Art'],1
110,087474721X,Engendering Culture: Manhood and Womanhood In New Deal Public Art and Theater,A1QM8Q6TUZ91HX,0/0,5,1023321600,the best,This is a fascinating interpretation of New Deal art--meticulously researched with extensive photos. I agree with Mike.,,['Barbara Melosh'],,1991,"['Arts, American']",2
111,0375422811,The Rabbi's Cat,A3F7XLGCTTUMWP,02-Feb,4,1137283200,Tremendously entertaining mixture of fable and wisdom,"This is a very entertaining tale of a clever cyncial rabbi's cat on the surface. However, the tale goes much further than exploring the cat's desire to anthropomorphise. It deals with father-daughter relationships, love, obedience, the stiffling influence of tradition, clashes between cultures, etc. It is uniquely influenced by Jewish theological exegesis and rabbinical commentary. Moreso than Will Eisner's work which was a landmark in this area (also on Amazon).I liked the artwork in the main. Panels are loosely framed on the pages which gives a light flow to the narrative. Colours are strong and mediterranean when needs be. I have two reservations however. Firstly, some of the pieces are overdrawn. Too much unnecessary detail in a scene. Text in the speech bubbles is squeezed at times and as a middle aged person with spectacles I found it hard to read on occasion. My reading wuld have been easier if overall frame size was bigger. Secondly, and this is my major reservation, the whole tale is told primarily through language used by the characters rather than through the characters actions. In other words as a graphic novel, I thought it was too wordy. You may well observe, that it is ironic that a graphic novel based around the culture of the 'people of the Book' repeats the textual propensity of much Jewish self-commentary. Eisner, to my mind, has the text-visual balance better defined. However, these are personal aesthetic opinions and shouldn't detract from the overall conceptual achievement which is exemplary.","Gaining the ability to speak after swallowing a parakeet, the rabbi's cat uses his newfound talent to tell lies, the consequences of which lead to being banned from contact with the rabbi's daughter and an education in the Torah, despite his preference for the Kabbalah and his desire for a bar mitvah. Mature.",['Joann Sfar'],Pantheon,2005,['Comics & Graphic Novels'],25
112,0882899228,JFK: The Last Dissenting Witness,A2G4M1U3JERFQ6,25/28,4,1005436800,Jean Hill's Eye-Witness Story,"Jean Hill saw President Kennedy shot and she believed that at least one of the shooters was on the grassy knoll behind the fence and she estimated that between 4 and 6 shots were fired. Her story was heavily disputed by first the Secret Service who kept her in custody for hours on that fateful day, the CIA agent who was present in her first meeting with the FBI, and the FBI who interviewed her extensively for days after the assassination, as well as the Warren Commission's attorney who humiliated and intimidated her before taking her testimony for the Warren Commission.Some of the most interesting facts presented in this book are:1. Jean Hill saw Jack Ruby run at break-neck speed from the Texas Book Depository to the fence on the grassy knoll immediately after the shooting of JFK, as she ran towards the fence where she thought the shooter was.2. She saw a man in a Dallas-police uniform holding a rifle and standing behind the fence on the grassy knoll, immediately after the shooting, right before she was grabbed and escorted away by two Secret Service men.3. Her boyfriend was J.B. Marshall, the Dallas police officer who was on a motorcycle to the left rear of the president's car and who's helmet and bike got splattered with JFK's blood and brains. He told her that LBJ's Secret Service people instructed the motorcycle cops at the Dallas airport that these changes were being made: (a) the parade route was being changed to cut through Dealey Plaza on Elm Street; (b) the motorcycle cops would not be at the front of the presidential limousine as they normally would have been, but would only be at the rear of the presidential limousine; (c) the order of the cars in the motorcade was changed so that Johnson's car would not be immediately behind the presidential car, but that a carload of Secret Service would be in between the President's car and LBJ's car. Most shocking of all, was his report to Jean Hill that another motorcycle cop witnessed that LBJ started ducking down in his car at least 30 to 40 seconds before the first shots were fired.4. Arlen Specter, who questioned her in Dallas for the Warren Commission, was the one who proposed the &quot;single bullet theory&quot; that was adopted by the Warren Commission. His butchered transcript of her testimony to the Warren Commission was &quot;heavily edited, completely distorted and shamelessly fabricated.&quot;Author Bill Sloan does a credible job of telling Jean Hill's story and explaining her inner turmoil and emotional trauma about being a witness to the assassination. He explains about:1. Why she refused to go to Washington to testify before the Warren Commission.2. That she was romantically involved with a married man at the time (J.B. Marshall) and how he repeatedly tried to convince her to keep quiet about what she knew, and how he evidently knew more than he wanted to tell her.3. That the FBI kept her home under surveillance for 15 months after the assassination.4. Why she would not testify in the trial of Clay Shaw in New Orleans, although J.B. Marshall and Mary Moorman did.5. Her eventual vindication and validation through experiences with Bill Marrs (author of Crossfire) who introduced her to others who witnessed the assassination, and her experiences with Oliver Stone and Kevin Cossner during the filming of the movie &quot;JFK.&quot;6. The details of the attempts on her life (most significantly, one almost-fatal car wreck caused by the steering-wheel bolts being unscrewed and another time when her car's brake-fluid line was found to be cut).The most inexplicable fact about Jean Hill's story is why was Jack Ruby running at break-neck speed towards the shooter behind the fence on the grassy knoll? She did not know who Jack Ruby was until she saw him on tv, as he shot Oswald. Her fear that no one would believe her about seeing Ruby running towards one of the shooters was increased when she was told by FBI agent Shanklin that eye witnesses had proved that Ruby was not at Dealey Plaza at the time of the assassination. Perhaps her identification of Ruby at Dealey Plaza is the clue to why her testimony was distorted by the Warren Commission, why she was intimidated and humiliated, and why her story is so important. No doubt, historians, researchers, and future generations interested in finding out the truth about the JFK assassination will be grateful that Jean Hill's story is finally available in this book, published twenty-nine years after the assassination, without any distortion by those who would have preferred that it had never been told.","Jean Hill, the ""lady in red"" in Zapruder's Kennedy assassination film, saw a gunman on the famous grassy knoll on November 22, 1963. That gunman was NOT Lee Harvey Oswald. In this highly personal narrative, Hill discloses the trauma and intimidation she experienced as well as her struggle to keep her career and her sanity after she, a single mother of two, became embroiled in the greatest murder mystery of the century.","['Sloan, Bill']",Pelican Publishing,23-09-2010,['History'],1
113,1403300763,"FORCE, RECIPROCAL FORCE AND COMPRESSION CAUSE GRAVITY",A7UX7PNPUNCJR,02-Feb,1,1048809600,Uneducated Nonsense,"The physics department at my school gets the mad ramblings of this man, and I usually end up with them (seeing as how no one else will read them). In a word, I sum these writings as &quot;nonsense.&quot; Most of his ideas, aside from being mostly incoherant and physically absurd, also defy the time-tested and true concepts that the average high-school physics student could debunk. Furthermore, mixed in with these insane babblings, are religious and political ramblings, which he tries to pass off as the only possible truth.My recommendation, unless you want a good laugh or evidence of the under-education of many Americans, pass on this book. Any other use of your money would be a better one.","Studying British Cultures is a volume of essays which offers a useful introduction to a contentious area. The contributors, who have been instrumental in establishing the discipline of British Cultural Studies, explore a wide range of critical debates on cultural identity and explode the myth that Britain is made up of a homogenous people. The first half of the book traces examines the theory and methodology of studying British cultures, in disciplines variously known as British Studies, Cultural Studies or British Cultural Studies.",['John Malatich'],,2002-08,['Political Science'],2
114,B0007FXCVM,Triumph in the Philippines (United States Army in World War II. The War in the Pacific),A2A181RJGPEXG9,0/0,1,1350172800,Impossible to read,This kindly adaptation is a mishmash of gibberish. Amazon really needs to take more time in converting these. In this condition this should be free.,,['Robert Ross Smith'],,1984,,2
115,B000O3QCH8,From Potter's Field,A1T97PDD7JYCUA,04-Sep,1,1047513600,You have GOT to be kidding,"This could be the worst novel I have ever read. It is also the first and last Patricia Cornwell novel I will ever read. There are so many problems with this book that they cannot be listed here, so here are but three points: 1) The main character, Kay Scarpetta, is an insufferable, humorless snob. I'd never before read a novel where I hated the main character. Great job, Pat! 2) About 90% of the novel is dialogue. Very bad dialogue. But this is understandable since Cornwell cannot write prose. 3) The story is predictable and boring, and the ending is utterly ridiculous. I'm astonished that this book was ever published, let alone made the bestseller lists.","The sixth book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell. 'America's most chilling writer of crime fiction' The Times Christmas had never been a particularly good time for Dr Kay Scarpetta. Although a holiday for most, it always seem to heighten the alienation felt by society's violent fringe; and that usually means more work for Scarpetta, Virginia's Chief Medical Examiner. The body was naked, female and found propped against a fountain in a bleak area of New York's Central Park. Her apparent manner of death points to a modus operandi that is chillingly familiar: the gunshot wound to the head, the sections of skin excised from the body, the displayed corpse - all suggest that Temple Brooks Gault, Scarpetta's nemesis, is back at work. Calling on all her reserves of courage and skill, and the able assistance of colleagues Marino and Wesley, Scarpetta must track this most dangerous of killers in pursuit of survival as well as justice - heading inexorably to an electrifying climax amid the dark, menacing labyrinths of the New York subway. Praise for the groundbreaking series: 'One of the best crime writers writing today' Guardian 'Devilishly clever' Sunday Times 'The top gun in this field' Daily Telegraph 'Forget the pretenders. Cornwell reigns' Mirror 'The Agatha Christie of the DNA age' Express",['Patricia Cornwell'],Hachette UK,04-09-2008,['Fiction'],19
116,0967038693,Love Rekindled: A Novel,A3H8NJ5PJNLFD5,02-Feb,4,1101340800,Rekindling Love,"Mistakes can never be undone, but rectification is possible. Years after their marriage died, Ross and Tessa are drawn back together when one of their sons is diagnosed with a fatal illness. Returning to what has not been his home in a long time, Ross is met with a mix of hostility, need, and love. Before much time passes, he realizes that his son is not the only one in need of healing. With a society that has been torn apart by issues just like this, the potential audience for it is vast. Mistakes are not glossed over, but proven not to be fatal. This will give hope to thousands.","Can a forsaken wife forgive her wayward husband who wants to return after years of chasing after his own pleasures? A crisis forces a fractured family to face their hurts, fears, and longings. He seems to have changed, but can his family trust him? Here's a delightfully subtle relationship story with a twist--It's told from the man's point of view.",['Candi Adermatt'],Cladach Pub,2004,['Fiction'],2
117,0836204271,Close to Home Revisited,A2VFJ6U8EC7KZB,01-Jan,5,1243987200,Close to home :Revisited anthology,I loved this ! I bought 2 copies.. The first (new) for my girlfriends mother and a second copy (used) for myself. This is Clean family centric humor that is timeless. I spent the better part of 4 hours reading this and laughing like a loon in a coffee shop. The odd looks made it even funnier!,,['John McPherson'],Andrews McMeel Publishing,01-09-1995,['Humor'],2
